,AREA,PERIMETER,MAJOR_AXIS,MINOR_AXIS,ECCENTRICITY,SOLIDITY,EXTENT,ASPECT_RATIO,ROUNDNESS,COMPACTNESS,SHAPEFACTOR_1,SHAPEFACTOR_2,SHAPEFACTOR_4,MeanRR,MeanRG,MeanRB,StdDevRR,StdDevRG,StdDevRB,SkewRR,SkewRG,SkewRB,KurtosisRR,KurtosisRG,KurtosisRB,EntropyRR,EntropyRG,EntropyRB,Labeled Class
338,163469,1513.738,536.2514,391.1683,0.684,0.9853,0.7838,1.3709,0.8965,0.8508,0.0033,0.0024,0.9922,113.0191,102.0469,102.2376,27.052,23.963,23.4273,-0.2639,0.433,0.306,2.831,3.344,3.5861,-21224015872,-16901419008,-16914098176,2
339,159802,1530.787,564.7152,362.0923,0.7674,0.992,0.6801,1.5596,0.857,0.7988,0.0035,0.0023,0.995,147.3548,148.1867,122.9946,36.0944,28.684,25.8574,-0.8871,-0.5527,-0.3546,3.0208,2.3733,2.4878,-37314162688,-36777943040,-24607793152,2
340,109175,1236.871,438.3364,317.6122,0.6892,0.991,0.729,1.3801,0.8968,0.8506,0.004,0.0029,0.9985,141.0727,138.4075,126.2758,34.8828,24.4166,28.2893,-0.9273,-0.4417,-0.4465,3.1331,2.5458,2.5022,-23194517504,-21455044608,-17945880576,2
341,175680,1575.722,595.6695,376.3405,0.7751,0.9924,0.8067,1.5828,0.8891,0.794,0.0034,0.0021,0.9978,141.5457,139.0851,120.8597,33.0225,26.9466,22.1577,-0.7772,-0.2389,-0.0346,3.1069,2.2446,2.7943,-37306486784,-35179409408,-25691805696,2
342,132384,1351.8929,480.408,352.3761,0.6797,0.991,0.7465,1.3633,0.9103,0.8546,0.0036,0.0027,0.9957,127.3763,124.0964,113.0031,34.6467,26.5664,29.0945,-0.974,-0.4174,-0.2715,3.3897,2.5421,2.4274,-22802462720,-20830996480,-17370918912,2
343,132872,1375.502,525.5175,322.7784,0.7891,0.9906,0.6819,1.6281,0.8825,0.7827,0.004,0.0024,0.9974,130.3589,131.7452,110.737,37.47,32.6432,34.454,-0.5377,-0.2393,-0.1995,2.3749,1.8173,1.7672,-24343719936,-24311257088,-17286033408,2
345,121786,1302.6949,484.1827,321.4019,0.7479,0.9919,0.744,1.5065,0.9018,0.8133,0.004,0.0026,0.9964,142.1679,137.3577,127.5787,32.4765,25.4313,26.4096,-1.0564,-0.3753,-0.4389,3.7669,2.3839,2.4107,-26035867648,-23628724224,-20294352896,2
346,155766,1501.9449,568.3051,351.1553,0.7863,0.9876,0.7586,1.6184,0.8677,0.7836,0.0036,0.0023,0.9938,91.9429,86.9384,93.9146,21.8202,21.7793,21.5236,0.458,1.2333,0.4307,4.4044,6.2715,4.3607,-12802355200,-11406902272,-13355455488,2
348,139996,1425.17,537.9441,333.2377,0.785,0.9928,0.6418,1.6143,0.8661,0.7848,0.0038,0.0024,0.9943,147.7563,144.3669,129.0181,35.0461,28.8694,31.3251,-1.055,-0.5101,-0.1734,3.396,2.3479,2.0546,-32734414848,-30516697088,-24391043072,2
349,156391,1521.604,569.9616,352.0856,0.7864,0.9887,0.6528,1.6188,0.8488,0.7829,0.0036,0.0023,0.9923,131.9944,121.7788,115.2589,31.2749,28.6816,27.4572,-0.8036,-0.3219,-0.3953,3.3103,2.4362,2.7165,-28535818240,-23887327232,-21187725312,2
350,146521,1461.604,551.5557,340.1752,0.7872,0.986,0.7464,1.6214,0.8619,0.7831,0.0038,0.0023,0.9943,129.6434,119.0465,117.1773,29.8601,24.676,25.6242,-0.949,-0.3844,-0.3875,3.5828,2.7067,2.9111,-25598953472,-20963225600,-20364500992,2
351,117648,1276.293,471.5745,318.4257,0.7376,0.9931,0.6914,1.481,0.9076,0.8207,0.004,0.0027,0.9976,112.1301,110.324,104.7731,36.1849,30.4579,30.9367,-0.6521,-0.1589,-0.1195,2.5888,2.1195,2.3181,-15848130560,-14817743872,-13393996800,2
353,129066,1361.24,477.3502,345.5285,0.69,0.9846,0.73,1.3815,0.8753,0.8492,0.0037,0.0027,0.9963,133.6268,131.456,106.0831,40.0582,36.1178,27.2536,-0.6501,-0.8052,-0.0217,2.4131,2.9627,2.714,-25174841344,-23877249024,-14727612416,2
354,154464,1463.5551,544.9724,361.5594,0.7482,0.9944,0.7135,1.5073,0.9062,0.8138,0.0035,0.0023,0.9981,95.0583,93.566,115.5094,37.5116,35.6618,35.1989,-0.1327,0.0294,-0.4976,2.451,2.4448,2.6853,-15321194496,-14636263424,-21938829312,2
355,137472,1386.525,511.1523,343.4671,0.7406,0.9922,0.7031,1.4882,0.8986,0.8185,0.0037,0.0025,0.997,138.4303,137.6562,118.1714,35.1653,31.9543,30.0176,-0.4705,-0.1506,0.1202,2.4551,1.8629,2.4095,-28144125952,-27455727616,-19875577856,2
356,142394,1410.396,510.8343,357.1331,0.715,0.9844,0.7777,1.4304,0.8995,0.8335,0.0036,0.0025,0.9938,128.6478,123.0326,117.8043,37.0876,32.5317,33.2895,-0.1647,0.4203,0.2173,2.4587,2.3263,2.0741,-25369184256,-22655565824,-20829034496,2
357,129848,1379.568,509.356,325.7892,0.7687,0.9846,0.7602,1.5635,0.8574,0.7983,0.0039,0.0025,0.9963,157.4149,161.0358,135.7596,28.2615,21.3227,27.0232,-1.1962,-0.3715,-0.0827,4.317,2.3232,2.2412,-33897039872,-34997358592,-24718620672,2
358,154111,1503.441,574.9857,341.8783,0.804,0.9861,0.7706,1.6818,0.8568,0.7704,0.0037,0.0022,0.9982,128.1961,125.4873,116.6464,37.1115,36.083,31.8108,-0.0664,0.1949,0.1055,2.1689,2.0141,2.2152,-27272318976,-25996677120,-21909579776,2
359,150802,1466.821,553.0468,347.8298,0.7775,0.9924,0.7516,1.59,0.8808,0.7923,0.0037,0.0023,0.9981,124.372,119.6505,116.3302,34.4341,29.5727,31.6314,-0.7808,-0.5049,-0.4318,2.5315,2.5147,2.5185,-24730392576,-22301835264,-21284450304,2
360,174388,1591.974,603.1065,370.933,0.7885,0.9887,0.8372,1.6259,0.8647,0.7813,0.0035,0.0021,0.9925,133.3566,125.4757,117.6473,34.2672,31.3296,25.6388,-0.347,-0.1042,0.032,2.2618,1.8738,2.4589,-32949585920,-28695267328,-24450680832,2
361,169788,1561.29,587.5886,369.6528,0.7773,0.9877,0.8115,1.5896,0.8753,0.7913,0.0035,0.0022,0.9953,88.7368,81.1818,94.1828,26.7496,24.5074,31.4037,-0.2141,0.4201,0.0735,2.5984,3.6606,2.4445,-13437931520,-11046041600,-15710578688,2
362,150870,1445.879,537.6102,358.1697,0.7458,0.9904,0.713,1.501,0.9069,0.8152,0.0036,0.0024,0.9976,122.6048,124.846,120.0798,35.5586,30.5521,31.5222,-0.1636,0.0792,0.0462,2.3663,2.2462,2.1154,-24205848576,-24482635776,-22715193344,2
363,191640,1645.98,612.0375,401.4839,0.7548,0.991,0.7397,1.5244,0.8889,0.8071,0.0032,0.0021,0.993,142.2871,136.8827,115.5671,43.2832,39.3391,31.5011,-0.5624,-0.4522,-0.0949,2.1739,2.1993,1.949,-43052699648,-39097274368,-26683346944,2
364,146398,1445.1949,542.8766,344.2591,0.7732,0.989,0.7767,1.5769,0.8808,0.7953,0.0037,0.0024,0.9974,109.2434,100.7923,102.5657,31.3831,28.4991,28.1038,-0.2811,-0.1478,0.0585,2.4363,2.8043,2.768,-18173194240,-15167342592,-15677341696,2
366,161855,1551.741,606.4048,341.1171,0.8268,0.992,0.7202,1.7777,0.8447,0.7486,0.0037,0.0021,0.9963,140.1652,144.2649,126.4928,33.6918,24.3661,23.6378,-0.8811,-0.6031,-0.1673,3.1288,2.9865,2.9026,-33768984576,-34730512384,-26213009408,2
369,440427,2391.845,843.0915,665.4988,0.6139,0.9967,0.7821,1.2669,0.9674,0.8882,0.0019,0.0015,0.9995,76.3467,78.6903,71.1247,29.9705,28.0127,28.2907,0.0269,0.6428,0.8186,2.7451,4.175,4.6311,-26851104768,-27893383168,-23108050944,3
371,346264,2140.3511,744.2978,594.7831,0.6012,0.9927,0.7726,1.2514,0.9498,0.8921,0.0021,0.0017,0.9959,69.4698,71.9525,68.6886,23.7805,23.4541,28.7888,0.4033,1.5729,1.0204,3.0955,7.275,3.927,-16429460480,-17578764288,-17165315072,3
375,414712,2341.458,808.0315,654.973,0.5856,0.9955,0.7781,1.2337,0.9506,0.8993,0.0019,0.0016,0.9977,80.7215,85.7146,84.5292,24.2228,25.6978,28.3003,0.4727,0.9285,0.6831,4.9305,5.248,4.5307,-26606712832,-30417870848,-30268563456,3
376,411273,2358.1951,816.6152,645.5682,0.6124,0.9889,0.7677,1.265,0.9294,0.8861,0.002,0.0016,0.9933,77.5856,79.0648,77.4826,23.579,22.0812,25.2429,0.0506,1.3069,0.9549,3.1086,6.8714,4.9914,-24212819968,-24861413376,-24583368704,3
377,406496,2334.2209,789.4069,657.9015,0.5527,0.991,0.7504,1.1999,0.9375,0.9113,0.0019,0.0016,0.9966,91.3465,97.5318,88.7654,24.0696,21.233,21.0693,0.4776,0.7938,0.5567,2.7715,4.0495,4.2157,-33472161792,-37665583104,-30906253312,3
379,478829,2532.502,908.7795,672.8215,0.6722,0.9943,0.7787,1.3507,0.9382,0.8592,0.0019,0.0014,0.9971,81.0485,83.53,85.0157,23.2542,22.3356,27.6468,0.0476,0.8746,0.5486,2.6764,5.0858,3.3469,-30693664768,-32424337408,-35127767040,3
382,423897,2372.627,821.549,658.8868,0.5973,0.9936,0.7501,1.2469,0.9463,0.8942,0.0019,0.0016,0.9971,78.1644,83.7292,85.2985,21.5681,20.0085,21.3373,-0.1412,1.1853,0.8203,3.0975,7.7606,5.636,-24874930176,-28349808640,-29737879552,3
386,412275,2337.198,804.4697,654.7202,0.5811,0.994,0.7769,1.2287,0.9484,0.9006,0.002,0.0016,0.9966,75.3771,82.4333,87.1381,24.4178,24.2176,28.7953,0.8956,1.4318,0.9402,6.567,8.0258,5.3751,-23139954688,-27627522048,-32096235520,3
390,448744,2443.4241,870.9563,658.7799,0.6541,0.995,0.766,1.3221,0.9445,0.8679,0.0019,0.0015,0.9958,80.4384,84.259,81.9384,21.1235,20.6347,22.9117,0.6148,1.2452,0.6066,4.49,7.1726,4.4003,-27849050112,-30547595264,-29346725888,3
391,447450,2453.7939,846.2984,678.1676,0.5982,0.995,0.7173,1.2479,0.9339,0.8919,0.0019,0.0015,0.9926,82.9761,82.6642,71.3471,21.8175,18.913,23.4874,0.2888,1.4881,1.2237,3.3512,7.7204,5.9927,-29749710848,-28919003136,-22333794304,3
394,411293,2337.731,826.503,635.2358,0.6398,0.994,0.7242,1.3011,0.9457,0.8756,0.002,0.0015,0.9974,82.7696,87.4077,95.5518,27.0027,24.8453,27.4159,0.2557,1.0565,0.3852,5.0279,7.444,5.3998,-28428578816,-31159521280,-37994721280,3
399,469185,2486.4851,888.2744,674.7036,0.6504,0.9962,0.7761,1.3165,0.9536,0.8701,0.0019,0.0014,0.9968,75.5695,76.9003,81.1624,21.9611,22.0241,24.5803,0.0308,1.3757,0.6818,3.4413,7.0664,4.1875,-25804804096,-26800470016,-30542843904,3
400,447729,2454.4851,825.5548,695.3279,0.5391,0.991,0.7268,1.1873,0.9339,0.9146,0.0018,0.0016,0.9931,93.0318,89.0794,76.9233,24.1601,22.8675,28.3876,0.0285,0.7719,0.7485,2.8734,4.7067,3.8939,-38278066176,-34726633472,-27268292608,3
401,408254,2345.2939,803.289,647.9013,0.5912,0.994,0.7786,1.2398,0.9327,0.8975,0.002,0.0016,0.9988,80.5484,90.375,93.4249,26.8211,24.8394,28.9532,0.5345,1.1532,0.9322,4.9121,6.5846,5.1196,-26723463168,-33098913792,-36510957568,3
402,439268,2470.478,824.1238,683.5867,0.5586,0.9888,0.7903,1.2056,0.9044,0.9075,0.0019,0.0016,0.9928,93.2854,91.0699,85.9267,30.5845,29.2504,31.2031,0.197,0.6373,0.7308,3.3876,3.893,4.7647,-39631466496,-37423144960,-34021732352,3
403,472349,2494.425,865.7357,696.8496,0.5934,0.9942,0.7764,1.2424,0.954,0.8958,0.0018,0.0015,0.9969,91.7512,92.1754,96.0799,24.9034,21.6429,25.4695,-0.0924,1.1835,0.4934,4.2789,7.661,4.5899,-39445569536,-39003508736,-43541778432,3
404,446318,2426.532,849.0756,672.7661,0.6101,0.9944,0.7839,1.2621,0.9525,0.8878,0.0019,0.0015,0.9948,85.4774,85.8818,83.2465,29.7145,27.63,29.9275,0.2357,0.7879,0.4867,3.349,4.6628,3.9936,-33696186368,-33409720320,-32105582592,3
408,478413,2551.095,953.5176,640.8135,0.7405,0.9951,0.7945,1.488,0.9238,0.8185,0.002,0.0013,0.9969,91.3459,100.0298,105.4628,27.6272,24.6088,26.3274,-0.3383,-0.0952,-0.5748,2.1157,2.9994,2.6598,-40398569472,-47618387968,-53616984064,3
409,420085,2375.873,830.7269,646.0511,0.6286,0.9952,0.7179,1.2859,0.9352,0.8804,0.002,0.0015,0.9966,85.801,82.2944,74.2805,26.249,25.5527,29.3136,0.3511,1.4575,1.22,5.4069,7.9078,6.278,-30984077312,-28394964992,-24238747648,3
410,443501,2441.2361,882.5625,641.8201,0.6864,0.9949,0.7258,1.3751,0.9352,0.8514,0.002,0.0014,0.9969,82.8577,89.7162,87.0772,24.9972,23.6061,26.8651,-0.0698,0.9101,0.4453,4.1672,6.5556,4.6604,-30158727168,-35092815872,-33871792128,3
412,457583,2452.2009,840.6153,695.8944,0.561,0.9951,0.8002,1.208,0.9562,0.908,0.0018,0.0015,0.996,74.4025,74.557,75.7183,21.4777,20.5946,26.6216,0.2375,1.0674,0.4329,3.509,6.4211,3.6222,-24285358080,-24215517184,-26494631936,3
413,443176,2396.9109,812.2444,696.6966,0.5141,0.9955,0.7761,1.1659,0.9694,0.9248,0.0018,0.0016,0.9971,76.7318,83.7632,90.6492,24.8969,24.8542,31.5255,0.7684,0.8271,0.3527,5.3236,5.6613,3.9537,-25886412800,-30810806272,-38125469696,3
414,481197,2549.073,878.5006,699.7644,0.6046,0.9961,0.7397,1.2554,0.9306,0.891,0.0018,0.0015,0.9966,109.6137,103.5783,88.4293,32.7679,27.7078,25.3108,-0.2427,0.1373,0.2886,2.397,2.2979,3.3825,-60669550592,-52447363072,-37424123904,3
417,503974,2596.7581,932.0193,690.7506,0.6714,0.9954,0.7608,1.3493,0.9392,0.8595,0.0018,0.0014,0.9967,85.6906,81.9109,83.4443,34.3585,31.7791,37.5799,1.2643,1.8008,1.542,6.3727,8.2452,6.5082,-40152121344,-35974262784,-39709847552,3
418,425053,2407.5581,845.6929,644.9402,0.6468,0.9951,0.7124,1.3113,0.9215,0.8699,0.002,0.0015,0.9922,89.1797,86.2948,81.7605,31.0263,27.5292,31.1622,0.171,0.8355,0.8767,4.2271,5.7457,5.3228,-35248930816,-32091660288,-29951537152,3
420,514745,2630.8369,899.1757,735.891,0.5746,0.9928,0.7463,1.2219,0.9346,0.9003,0.0017,0.0014,0.9905,72.6798,78.1545,77.379,30.8151,30.1954,30.9551,0.601,0.5004,0.4806,3.3917,3.2175,3.5893,-29009770496,-32935761920,-32600780800,3
421,430605,2414.2571,820.7172,676.4396,0.5663,0.99,0.8044,1.2133,0.9284,0.9022,0.0019,0.0016,0.9876,83.509,82.7312,81.9272,29.2662,25.9976,27.2275,0.3548,0.9916,0.8078,4.2457,6.1684,6.0399,-30948990976,-29509744640,-29269237760,3
422,385329,2262.3159,782.571,632.79,0.5884,0.9934,0.778,1.2367,0.9461,0.895,0.002,0.0016,0.9907,91.8138,89.2473,87.7659,23.4391,23.4265,29.5833,0.1406,0.7724,0.2993,4.751,4.5533,3.1299,-31905673216,-30123458560,-30597715968,3
423,398543,2366.3721,873.9631,592.5698,0.735,0.9799,0.7492,1.4749,0.8944,0.8151,0.0022,0.0015,0.9798,77.8204,81.3717,82.1886,21.8827,21.9324,23.8485,0.6826,1.2767,0.7784,6.487,7.4728,6.7999,-23266299904,-25510455296,-26436397056,3
426,481062,2549.1389,847.0374,724.6221,0.5178,0.9911,0.7535,1.1689,0.9303,0.924,0.0018,0.0015,0.9979,95.219,95.5516,90.193,31.7362,28.6488,27.2886,0.2139,0.6463,0.7964,3.4102,4.0043,5.5224,-45607915520,-44870881280,-39570563072,3
427,412498,2397.5879,903.157,587.2843,0.7597,0.994,0.842,1.5379,0.9017,0.8024,0.0022,0.0014,0.9902,81.1166,80.4456,85.815,29.3863,25.6563,29.2468,0.3312,1.1308,0.8382,4.205,7.0781,5.6299,-28064612352,-26664980480,-31288608768,3
428,421470,2374.4221,824.2023,652.1113,0.6116,0.9944,0.7861,1.2639,0.9394,0.8888,0.002,0.0015,0.9984,91.9453,86.4646,79.5286,28.4033,25.07,30.3063,0.3863,1.157,1.1825,5.0023,7.6701,6.5503,-36319858688,-31300593664,-27954575360,3
429,404150,2332.8379,832.4753,623.8899,0.6621,0.9956,0.8259,1.3343,0.9332,0.8617,0.0021,0.0015,0.9908,82.2014,92.1539,90.8724,29.2877,23.6099,25.2213,-0.1179,0.3672,0.0371,3.1249,4.0719,3.3738,-28144771072,-33769678848,-33180903424,3
432,451992,2445.5029,844.5334,687.8657,0.5802,0.9959,0.7842,1.2278,0.9497,0.8983,0.0019,0.0015,0.9907,81.3841,80.3365,81.3011,27.026,25.6983,30.0784,0.5762,1.1205,0.7667,5.3521,6.8102,5.1753,-30251356160,-29150863360,-31144065024,3
436,441779,2426.1641,831.9905,678.0819,0.5794,0.9937,0.7586,1.227,0.9431,0.9014,0.0019,0.0015,0.997,94.22,85.8798,80.6302,29.884,28.7193,33.7612,0.1087,0.6103,0.6529,2.5742,3.122,2.8384,-40417280000,-33387563008,-31205566464,3
439,368069,2297.5349,836.8202,572.043,0.7299,0.9825,0.7085,1.4629,0.8762,0.8181,0.0023,0.0016,0.979,107.5694,100.7357,102.7708,28.3613,26.9829,24.1137,0.0604,0.2832,-0.3422,2.5352,2.4905,2.958,-43500625920,-37737820160,-38624436224,4
441,368900,2398.188,855.3609,560.061,0.7558,0.981,0.7036,1.5273,0.806,0.8012,0.0023,0.0015,0.9805,120.4812,116.3665,105.9675,29.5191,25.9337,20.774,-0.3733,-0.2851,-0.048,2.2269,2.3311,3.2049,-55332454400,-50611847168,-40591462400,4
442,355024,2242.1531,795.743,573.1878,0.6936,0.9842,0.7325,1.3883,0.8874,0.8449,0.0022,0.0016,0.9911,117.3025,108.7924,103.8842,30.1159,30.45,26.9521,-0.3225,-0.0366,-0.0266,2.6563,2.5126,2.8098,-50558492672,-43470987264,-38739263488,4
443,350266,2210.168,751.1333,602.6666,0.5969,0.9844,0.7469,1.2463,0.9011,0.8891,0.0021,0.0017,0.9852,138.3957,132.5744,123.0017,34.7125,29.1045,28.5006,-0.3446,-0.3874,-0.3143,2.3207,2.8259,2.505,-71541383168,-63938854912,-54574940160,4
445,418931,2416.0901,881.6053,607.8824,0.7243,0.9932,0.7737,1.4503,0.9018,0.8284,0.0021,0.0015,0.9953,125.9345,116.4602,113.6015,31.3693,29.3568,32.1796,-0.2998,-0.2971,-0.2025,2.4601,2.6024,2.3202,-69449621504,-58553470976,-56549670912,4
446,443133,2517.0769,874.5991,653.3885,0.6647,0.9801,0.7204,1.3386,0.8789,0.8588,0.002,0.0015,0.9873,105.9751,100.3806,110.6508,30.3813,27.4365,28.0201,0.2165,0.3933,-0.1625,2.6925,2.9167,2.3661,-51460452352,-45247369216,-55369064448,4
447,423624,2498.9399,876.5175,627.7153,0.6979,0.9791,0.7322,1.3964,0.8525,0.8379,0.0021,0.0015,0.9803,129.8164,120.263,110.7611,29.4981,26.6279,23.0239,-0.3702,-0.0882,-0.173,2.5219,2.2996,2.7618,-74142720000,-62460944384,-51706429440,4
448,458286,2531.311,883.0855,664.6406,0.6584,0.9839,0.7988,1.3287,0.8988,0.865,0.0019,0.0015,0.9942,103.8854,97.8443,93.0605,30.2687,24.6651,26.474,-0.427,-0.0376,0.0958,2.2854,2.8564,2.5697,-51038363648,-43600117760,-39854379008,4
449,370044,2360.1101,782.888,614.0868,0.6203,0.9689,0.7468,1.2749,0.8348,0.8768,0.0021,0.0017,0.98,116.4214,110.8231,107.676,30.9845,31.0454,24.1494,0.2728,0.2947,0.3046,2.4375,2.5531,3.3103,-52172988416,-47229628416,-42821312512,4
450,434469,2485.9231,889.1929,623.58,0.7129,0.9897,0.8158,1.4259,0.8835,0.8364,0.002,0.0014,0.9977,105.1329,98.1497,93.7145,33.9242,31.6064,27.3326,0.0215,-0.0043,-0.0613,2.3145,2.5021,2.9806,-50846461952,-43655782400,-38551441408,4
451,371120,2364.0029,796.3392,601.9151,0.6547,0.9839,0.708,1.323,0.8345,0.8632,0.0021,0.0016,0.9858,127.236,116.1911,107.2028,23.0925,21.3555,29.3967,-0.4153,0.0753,-0.0491,3.4262,3.8593,2.9947,-60728459264,-49765376000,-43822366720,4
452,348865,2253.7971,790.249,567.2316,0.6963,0.9845,0.707,1.3932,0.8631,0.8434,0.0023,0.0016,0.9909,125.6091,117.9048,109.6124,29.8839,29.8776,34.7536,-0.0358,0.1702,-0.0208,2.7523,2.6724,2.4383,-57141846016,-50171002880,-44577566720,4
453,428711,2570.7129,815.3513,679.2316,0.5532,0.9745,0.7628,1.2004,0.8152,0.9061,0.0019,0.0016,0.9856,129.153,123.5806,113.1998,32.4982,34.1142,30.4343,-0.2892,-0.2169,-0.1299,2.1616,2.28,2.5466,-75249565696,-69343453184,-56885456896,4
454,426871,2497.0759,886.3205,618.4668,0.7163,0.987,0.7404,1.4331,0.8603,0.8318,0.0021,0.0014,0.9915,117.8227,109.9032,105.8482,32.8273,29.2758,36.1398,-0.4681,-0.0579,-0.0986,2.6048,2.8897,2.3003,-62233055232,-52982263808,-51423678464,4
455,379870,2419.293,828.3665,595.388,0.6953,0.975,0.7901,1.3913,0.8156,0.8396,0.0022,0.0016,0.9807,110.4071,103.8471,112.8419,26.9655,26.1139,26.5996,0.011,0.2792,-0.1794,2.5717,2.8729,3.2546,-46985891840,-41227915264,-49049518080,4
459,318076,2122.4241,744.774,547.181,0.6784,0.9859,0.7395,1.3611,0.8873,0.8545,0.0023,0.0017,0.9938,125.9186,117.2753,117.468,27.0438,25.4393,28.886,-0.8095,-0.4887,-0.4701,3.5664,3.3008,3.5175,-51687534592,-44244754432,-45131988992,4
460,376202,2367.498,825.6102,585.3541,0.7052,0.9804,0.7785,1.4104,0.8434,0.8383,0.0022,0.0016,0.9911,123.9227,113.725,108.2752,25.8912,22.736,24.8365,-0.4421,-0.2912,-0.0388,2.9548,3.8246,3.8238,-58854727680,-48476684288,-44183605248,4
461,384740,2328.2771,761.6957,647.8665,0.5259,0.9845,0.6962,1.1757,0.8919,0.9189,0.002,0.0017,0.9927,116.625,105.1043,103.5484,32.4617,29.5011,31.05,0.0558,0.2026,-0.0059,2.6419,2.6289,2.4036,-54872211456,-43692118016,-42823524352,4
463,360009,2364.8181,837.6556,555.9177,0.748,0.9734,0.7573,1.5068,0.809,0.8083,0.0023,0.0015,0.9843,126.4251,116.0325,108.095,26.055,25.5932,25.0332,-0.599,-0.5928,-0.3287,2.9802,3.4535,3.735,-58768764928,-49005576192,-42168360960,4
465,282314,2022.266,717.5192,504.457,0.7111,0.9861,0.7013,1.4224,0.8675,0.8356,0.0025,0.0018,0.9931,140.8059,134.5515,117.4797,32.425,28.8198,25.1683,-0.5422,-0.5294,-0.1603,2.518,2.8172,2.8985,-59178471424,-53086814208,-39374839808,4
466,355208,2384.4971,797.2854,578.7468,0.6878,0.961,0.6788,1.3776,0.7851,0.8435,0.0022,0.0016,0.9801,138.0545,132.9279,119.7116,33.5043,29.5434,37.3286,-0.5395,-0.2505,0.0352,2.8264,2.7308,2.2744,-71797137408,-65324081152,-54921986048,4
467,402655,2460.917,893.8253,578.3685,0.7624,0.9863,0.7611,1.5454,0.8355,0.8011,0.0022,0.0014,0.9917,115.9002,107.6062,107.7795,30.5702,27.5737,26.077,-0.3334,-0.2673,-0.5371,2.2674,2.4983,3.0924,-56085372928,-47385059328,-47131930624,4
468,380874,2389.124,854.1578,570.7399,0.744,0.9867,0.724,1.4966,0.8385,0.8153,0.0022,0.0015,0.9948,119.7532,115.3291,106.978,30.0865,27.1932,24.1899,-0.4507,-0.1607,-0.088,3.1168,2.6906,2.6862,-56570322944,-51608797184,-43478626304,4
469,280204,2147.4031,782.5893,461.9426,0.8072,0.9705,0.6598,1.6941,0.7636,0.7632,0.0028,0.0016,0.9869,109.421,106.2651,113.7327,30.2826,27.0804,22.4421,0.0047,0.0146,-0.4002,2.5357,2.961,3.908,-34678784000,-32055199744,-36063547392,4
470,442937,2627.9509,862.5596,659.603,0.6444,0.9824,0.7471,1.3077,0.806,0.8706,0.0019,0.0015,0.9912,124.6491,113.472,98.8987,35.4213,33.7559,31.0207,-0.0825,0.0348,0.102,2.1538,2.2025,2.5775,-73423937536,-60246904832,-44992229376,4
471,415763,2426.729,843.814,633.7881,0.6602,0.9838,0.7575,1.3314,0.8872,0.8622,0.002,0.0015,0.9898,120.8999,109.8334,110.3703,31.5593,27.6931,28.7437,-0.2748,-0.0465,-0.0793,2.6078,2.8336,2.9251,-63458455552,-51075272704,-51891920896,4
475,365294,2242.248,755.7875,618.311,0.5751,0.9868,0.7714,1.2223,0.913,0.9024,0.0021,0.0017,0.9953,115.4386,112.4433,121.7,27.5288,25.3719,26.8777,-0.2708,-0.1205,-0.2891,2.5831,2.7587,3.3902,-49673093120,-46538563584,-55261716480,4
476,419063,2463.595,857.5016,628.4494,0.6804,0.9867,0.6816,1.3645,0.8677,0.8518,0.002,0.0015,0.9901,116.4036,108.4415,114.2316,33.8668,32.0757,31.9827,0.1467,0.2145,-0.0432,2.5579,2.7236,2.7423,-60033708032,-51522805760,-57148448768,4
478,379699,2315.4099,826.4971,588.5672,0.7021,0.9879,0.7331,1.4043,0.89,0.8413,0.0022,0.0016,0.9938,111.7906,105.4855,98.6629,32.0224,31.9581,28.0212,0.0119,0.2233,0.0645,2.1561,2.1177,2.6799,-49592393728,-44146561024,-37568368640,4
479,404623,2452.6919,830.7855,626.1453,0.6572,0.9849,0.7234,1.3268,0.8452,0.864,0.0021,0.0015,0.9904,124.6077,120.562,110.045,34.4328,29.848,30.9861,-0.6253,-0.616,-0.3643,2.6328,2.9762,2.8004,-66622124032,-60854714368,-50842923008,4
481,403834,2447.0029,893.8555,585.3982,0.7557,0.9868,0.6687,1.5269,0.8475,0.8022,0.0022,0.0014,0.9826,115.1093,110.5962,108.1646,32.189,29.8794,25.3246,-0.215,-0.1562,-0.1668,2.1779,2.3426,3.0678,-55984594944,-50942873600,-47445106688,4
483,360876,2298.8279,808.2624,573.2375,0.705,0.9836,0.7382,1.41,0.8581,0.8387,0.0022,0.0016,0.9917,139.2468,131.1026,125.5115,36.9501,34.1965,32.704,-0.5825,-0.4319,-0.2772,2.469,2.2517,2.3746,-75354243072,-65825329152,-59802128384,4
485,379405,2400.584,823.7263,595.5487,0.6909,0.9739,0.7592,1.3831,0.8273,0.8438,0.0022,0.0016,0.9847,132.0758,118.5984,106.4101,33.4411,32.9432,27.9228,-0.6094,-0.5146,-0.1285,2.7109,2.664,3.3028,-69997240320,-56083791872,-43731456000,4
486,375310,2402.406,802.1452,604.5172,0.6573,0.9686,0.7207,1.3269,0.8172,0.8618,0.0021,0.0016,0.9855,140.4071,128.6869,120.2406,32.1067,30.6655,27.4966,-0.5943,-0.4146,-0.3764,2.9623,2.6091,3.0813,-78107303936,-64833978368,-55521071104,4
487,339989,2231.875,785.7068,559.6172,0.7019,0.9813,0.7835,1.404,0.8577,0.8374,0.0023,0.0016,0.9845,149.3025,133.9797,123.4763,29.0561,26.7523,22.9533,-0.9854,-0.0914,-0.3402,5.3136,2.3778,3.4379,-79562604544,-62888714240,-52180217856,4
